Check Num,Opened,Closed,Revenue Center,Server,Item,Menu Group,Qty,Item Price,Net Amount,Tax,Tip,Payment Method
100461,2026-02-13 19:14:00,2026-02-13 21:09:00,Bar,Aisha Williams,Loaded Nachos,Food,3,14.00,42.00,7.98,22.61,Mastercard
100461,2026-02-13 19:14:00,2026-02-13 21:09:00,Bar,Aisha Williams,House Red Wine,Wine,3,12.00,36.00,7.98,22.61,Mastercard
100461,2026-02-13 19:14:00,2026-02-13 21:09:00,Bar,Aisha Williams,Shot - Jameson,Spirits,1,8.00,8.00,7.98,22.61,Mastercard
100462,2026-02-13 14:10:00,2026-02-12 14:42:00,Bar,Tyler Brooks,Gin & Tonic,Well Drinks,3,9.00,27.00,6.16,19.55,Mastercard
100462,2026-02-13 14:10:00,2026-02-12 14:42:00,Bar,Tyler Brooks,Prosecco,Wine,3,11.00,33.00,6.16,19.55,Mastercard
100462,2026-02-13 14:10:00,2026-02-12 14:42:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,2,14.00,28.00,6.16,19.55,Mastercard
100463,2026-02-13 19:34:00,2026-02-13 21:03:00,Bar,Jake Patterson,Mozzarella Sticks,Food,1,11.00,11.00,4.13,9.81,Discover
100463,2026-02-13 19:34:00,2026-02-13 21:03:00,Bar,Jake Patterson,White Claw,Beer,3,7.00,21.00,4.13,9.81,Discover
100463,2026-02-13 19:34:00,2026-02-13 21:03:00,Bar,Jake Patterson,Rum & Coke,Well Drinks,3,9.00,27.00,4.13,9.81,Discover
100464,2026-02-13 17:53:00,2026-02-13 19:39:00,Bar,Marcus Rivera,White Claw,Beer,2,7.00,14.00,4.49,15.40,Visa
100464,2026-02-13 17:53:00,2026-02-13 19:39:00,Bar,Marcus Rivera,Prosecco,Wine,2,11.00,17.11,4.49,15.40,Visa
100464,2026-02-13 17:53:00,2026-02-13 19:39:00,Bar,Marcus Rivera,Guinness Draft,Beer,2,8.50,17.00,4.49,15.40,Visa
100464,2026-02-13 17:53:00,2026-02-13 19:39:00,Bar,Marcus Rivera,Shot - Jameson,Spirits,2,8.00,16.00,4.49,15.40,Visa
100465,2026-02-13 14:13:00,2026-02-12 15:45:00,Bar,Jake Patterson,Mozzarella Sticks,Food,3,11.00,33.00,6.79,24.15,Mastercard
100465,2026-02-13 14:13:00,2026-02-12 15:45:00,Bar,Jake Patterson,Bud Light,Beer,1,6.00,6.00,6.79,24.15,Mastercard
100465,2026-02-13 14:13:00,2026-02-12 15:45:00,Bar,Jake Patterson,IPA Draft,Beer,2,8.00,16.00,6.79,24.15,Mastercard
100465,2026-02-13 14:13:00,2026-02-12 15:45:00,Bar,Jake Patterson,Long Island,Cocktails,3,14.00,42.00,6.79,24.15,Mastercard
100466,2026-02-13 12:34:00,2026-02-12 13:47:00,Bar,Marcus Rivera,Prosecco,Wine,3,11.00,25.60,5.96,14.87,Visa
100466,2026-02-13 12:34:00,2026-02-12 13:47:00,Bar,Marcus Rivera,IPA Draft,Beer,1,8.00,6.09,5.96,14.87,Visa
100466,2026-02-13 12:34:00,2026-02-12 13:47:00,Bar,Marcus Rivera,Fish Tacos,Food,3,15.00,45.00,5.96,14.87,Visa
100466,2026-02-13 12:34:00,2026-02-12 13:47:00,Bar,Marcus Rivera,Guinness Draft,Beer,1,8.50,8.50,5.96,14.87,Visa
100467,2026-02-13 21:34:00,2026-02-13 22:05:00,Bar,Jake Patterson,Shot - Tequila,Spirits,1,9.00,7.43,7.94,22.51,Amex
100467,2026-02-13 21:34:00,2026-02-13 22:05:00,Bar,Jake Patterson,Mozzarella Sticks,Food,2,11.00,22.00,7.94,22.51,Amex
100467,2026-02-13 21:34:00,2026-02-13 22:05:00,Bar,Jake Patterson,House Red Wine,Wine,3,12.00,36.00,7.94,22.51,Amex
100467,2026-02-13 21:34:00,2026-02-13 22:05:00,Bar,Jake Patterson,Burger,Food,3,16.00,48.00,7.94,22.51,Amex
100468,2026-02-13 13:03:00,2026-02-12 14:13:00,Bar,Katie Brown,Wings Basket,Food,2,15.00,30.00,3.71,9.36,Visa
100468,2026-02-13 13:03:00,2026-02-12 14:13:00,Bar,Katie Brown,House Red Wine,Wine,1,12.00,12.00,3.71,9.36,Visa
100468,2026-02-13 13:03:00,2026-02-12 14:13:00,Bar,Katie Brown,Mozzarella Sticks,Food,1,11.00,11.00,3.71,9.36,Visa
100469,2026-02-13 15:59:00,2026-02-12 17:07:00,Bar,Marcus Rivera,Margarita,Cocktails,1,13.00,11.60,6.34,18.82,Discover
100469,2026-02-13 15:59:00,2026-02-12 17:07:00,Bar,Marcus Rivera,Shot - Jameson,Spirits,1,8.00,8.00,6.34,18.82,Discover
100469,2026-02-13 15:59:00,2026-02-12 17:07:00,Bar,Marcus Rivera,Vodka Soda,Well Drinks,3,9.00,27.00,6.34,18.82,Discover
100469,2026-02-13 15:59:00,2026-02-12 17:07:00,Bar,Marcus Rivera,Guinness Draft,Beer,2,8.50,17.00,6.34,18.82,Discover
100469,2026-02-13 15:59:00,2026-02-12 17:07:00,Bar,Marcus Rivera,Vodka Soda,Well Drinks,3,9.00,27.00,6.34,18.82,Discover
100470,2026-02-13 20:44:00,2026-02-13 21:09:00,Bar,Sofia Martinez,Guinness Draft,Beer,2,8.50,17.00,2.73,7.58,Visa
100470,2026-02-13 20:44:00,2026-02-13 21:09:00,Bar,Sofia Martinez,Prosecco,Wine,2,11.00,22.00,2.73,7.58,Visa
100471,2026-02-13 14:26:00,2026-02-12 15:22:00,Bar,Jasmine Chen,Moscow Mule,Cocktails,1,12.00,12.00,7.06,23.23,Mastercard
100471,2026-02-13 14:26:00,2026-02-12 15:22:00,Bar,Jasmine Chen,Long Island,Cocktails,3,14.00,37.70,7.06,23.23,Mastercard
100471,2026-02-13 14:26:00,2026-02-12 15:22:00,Bar,Jasmine Chen,IPA Draft,Beer,3,8.00,24.00,7.06,23.23,Mastercard
100471,2026-02-13 14:26:00,2026-02-12 15:22:00,Bar,Jasmine Chen,Shot - Tequila,Spirits,2,9.00,18.00,7.06,23.23,Mastercard
100471,2026-02-13 14:26:00,2026-02-12 15:22:00,Bar,Jasmine Chen,Mozzarella Sticks,Food,1,11.00,9.16,7.06,23.23,Mastercard
100472,2026-02-13 14:11:00,2026-02-12 15:57:00,Bar,Katie Brown,Old Fashioned,Cocktails,2,14.00,28.00,9.52,24.79,Mastercard
100472,2026-02-13 14:11:00,2026-02-12 15:57:00,Bar,Katie Brown,Fish Tacos,Food,3,15.00,45.00,9.52,24.79,Mastercard
100472,2026-02-13 14:11:00,2026-02-12 15:57:00,Bar,Katie Brown,Bud Light,Beer,1,6.00,6.00,9.52,24.79,Mastercard
100472,2026-02-13 14:11:00,2026-02-12 15:57:00,Bar,Katie Brown,Vodka Soda,Well Drinks,1,9.00,9.00,9.52,24.79,Mastercard
100472,2026-02-13 14:11:00,2026-02-12 15:57:00,Bar,Katie Brown,Burger,Food,3,16.00,48.00,9.52,24.79,Mastercard
100473,2026-02-13 14:21:00,2026-02-12 15:18:00,Bar,Jasmine Chen,Prosecco,Wine,1,11.00,11.00,6.25,16.10,Discover
100473,2026-02-13 14:21:00,2026-02-12 15:18:00,Bar,Jasmine Chen,Long Island,Cocktails,2,14.00,28.00,6.25,16.10,Discover
100473,2026-02-13 14:21:00,2026-02-12 15:18:00,Bar,Jasmine Chen,Gin & Tonic,Well Drinks,2,9.00,18.00,6.25,16.10,Discover
100473,2026-02-13 14:21:00,2026-02-12 15:18:00,Bar,Jasmine Chen,Vodka Soda,Well Drinks,3,9.00,27.00,6.25,16.10,Discover
100473,2026-02-13 14:21:00,2026-02-12 15:18:00,Bar,Jasmine Chen,White Claw,Beer,1,7.00,5.23,6.25,16.10,Discover
100474,2026-02-13 23:50:00,2026-02-13 00:57:00,Bar,Marcus Rivera,Gin & Tonic,Well Drinks,3,9.00,27.00,8.89,24.38,Mastercard
100474,2026-02-13 23:50:00,2026-02-13 00:57:00,Bar,Marcus Rivera,Old Fashioned,Cocktails,3,14.00,42.00,8.89,24.38,Mastercard
100474,2026-02-13 23:50:00,2026-02-13 00:57:00,Bar,Marcus Rivera,IPA Draft,Beer,2,8.00,16.00,8.89,24.38,Mastercard
100474,2026-02-13 23:50:00,2026-02-13 00:57:00,Bar,Marcus Rivera,Long Island,Cocktails,3,14.00,42.00,8.89,24.38,Mastercard
100475,2026-02-13 13:34:00,2026-02-12 15:28:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,2,7.00,14.00,4.24,14.78,Cash
100475,2026-02-13 13:34:00,2026-02-12 15:28:00,Bar,Tyler Brooks,House Red Wine,Wine,1,12.00,10.51,4.24,14.78,Cash
100475,2026-02-13 13:34:00,2026-02-12 15:28:00,Bar,Tyler Brooks,House Red Wine,Wine,3,12.00,36.00,4.24,14.78,Cash
100476,2026-02-13 19:04:00,2026-02-13 19:50:00,Bar,Sofia Martinez,Old Fashioned,Cocktails,3,14.00,42.00,9.24,25.77,Mastercard
100476,2026-02-13 19:04:00,2026-02-13 19:50:00,Bar,Sofia Martinez,Burger,Food,2,16.00,32.00,9.24,25.77,Mastercard
100476,2026-02-13 19:04:00,2026-02-13 19:50:00,Bar,Sofia Martinez,Espresso Martini,Cocktails,3,15.00,45.00,9.24,25.77,Mastercard
100476,2026-02-13 19:04:00,2026-02-13 19:50:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,13.00,9.24,25.77,Mastercard
100477,2026-02-13 14:11:00,2026-02-12 15:28:00,Bar,Marcus Rivera,IPA Draft,Beer,2,8.00,16.00,3.92,11.06,Visa
100477,2026-02-13 14:11:00,2026-02-12 15:28:00,Bar,Marcus Rivera,Rum & Coke,Well Drinks,2,9.00,18.00,3.92,11.06,Visa
100477,2026-02-13 14:11:00,2026-02-12 15:28:00,Bar,Marcus Rivera,Prosecco,Wine,2,11.00,22.00,3.92,11.06,Visa
100478,2026-02-13 17:29:00,2026-02-12 17:45:00,Bar,Tyler Brooks,Moscow Mule,Cocktails,2,12.00,24.00,3.57,8.95,Cash
100478,2026-02-13 17:29:00,2026-02-12 17:45:00,Bar,Tyler Brooks,Vodka Soda,Well Drinks,3,9.00,27.00,3.57,8.95,Cash
100479,2026-02-13 19:25:00,2026-02-13 20:16:00,Bar,Tyler Brooks,Guinness Draft,Beer,1,8.50,6.69,8.52,30.02,Discover
100479,2026-02-13 19:25:00,2026-02-13 20:16:00,Bar,Tyler Brooks,Pretzel Bites,Food,3,12.00,36.00,8.52,30.02,Discover
100479,2026-02-13 19:25:00,2026-02-13 20:16:00,Bar,Tyler Brooks,Pretzel Bites,Food,1,12.00,12.00,8.52,30.02,Discover
100479,2026-02-13 19:25:00,2026-02-13 20:16:00,Bar,Tyler Brooks,Mozzarella Sticks,Food,2,11.00,22.00,8.52,30.02,Discover
100479,2026-02-13 19:25:00,2026-02-13 20:16:00,Bar,Tyler Brooks,Fish Tacos,Food,3,15.00,45.00,8.52,30.02,Discover
100480,2026-02-13 19:33:00,2026-02-13 20:41:00,Bar,Jake Patterson,Loaded Nachos,Food,3,14.00,42.00,8.51,23.24,Visa
100480,2026-02-13 19:33:00,2026-02-13 20:41:00,Bar,Jake Patterson,Fish Tacos,Food,3,15.00,35.13,8.51,23.24,Visa
100480,2026-02-13 19:33:00,2026-02-13 20:41:00,Bar,Jake Patterson,House Red Wine,Wine,3,12.00,36.00,8.51,23.24,Visa
100480,2026-02-13 19:33:00,2026-02-13 20:41:00,Bar,Jake Patterson,Guinness Draft,Beer,1,8.50,8.50,8.51,23.24,Visa
100481,2026-02-13 12:14:00,2026-02-12 13:01:00,Bar,Jasmine Chen,Espresso Martini,Cocktails,2,15.00,30.00,7.14,23.06,Discover
100481,2026-02-13 12:14:00,2026-02-12 13:01:00,Bar,Jasmine Chen,House Red Wine,Wine,1,12.00,12.00,7.14,23.06,Discover
100481,2026-02-13 12:14:00,2026-02-12 13:01:00,Bar,Jasmine Chen,White Claw,Beer,3,7.00,21.00,7.14,23.06,Discover
100481,2026-02-13 12:14:00,2026-02-12 13:01:00,Bar,Jasmine Chen,Fish Tacos,Food,2,15.00,30.00,7.14,23.06,Discover
100481,2026-02-13 12:14:00,2026-02-12 13:01:00,Bar,Jasmine Chen,Rum & Coke,Well Drinks,1,9.00,9.00,7.14,23.06,Discover
100482,2026-02-13 14:45:00,2026-02-12 16:23:00,Bar,Marcus Rivera,Pretzel Bites,Food,3,12.00,36.00,8.82,23.43,Mastercard
100482,2026-02-13 14:45:00,2026-02-12 16:23:00,Bar,Marcus Rivera,Fish Tacos,Food,2,15.00,30.00,8.82,23.43,Mastercard
100482,2026-02-13 14:45:00,2026-02-12 16:23:00,Bar,Marcus Rivera,White Claw,Beer,3,7.00,21.00,8.82,23.43,Mastercard
100482,2026-02-13 14:45:00,2026-02-12 16:23:00,Bar,Marcus Rivera,Margarita,Cocktails,3,13.00,39.00,8.82,23.43,Mastercard
100483,2026-02-13 11:50:00,2026-02-12 13:37:00,Bar,Aisha Williams,Burger,Food,3,16.00,48.00,3.92,9.92,Mastercard
100483,2026-02-13 11:50:00,2026-02-12 13:37:00,Bar,Aisha Williams,Shot - Jameson,Spirits,1,8.00,8.00,3.92,9.92,Mastercard
100484,2026-02-13 18:32:00,2026-02-13 19:55:00,Bar,Aisha Williams,Shot - Fireball,Spirits,1,7.00,7.00,0.49,1.07,Cash
100485,2026-02-13 23:23:00,2026-02-13 23:41:00,Bar,Sofia Martinez,Bud Light,Beer,2,6.00,10.13,1.55,4.46,Visa
100485,2026-02-13 23:23:00,2026-02-13 23:41:00,Bar,Sofia Martinez,House Red Wine,Wine,1,12.00,12.00,1.55,4.46,Visa
100486,2026-02-13 16:45:00,2026-02-12 17:34:00,Bar,Aisha Williams,Shot - Tequila,Spirits,1,9.00,9.00,0.63,2.09,Visa
100487,2026-02-13 16:55:00,2026-02-12 17:35:00,Bar,Marcus Rivera,Wings Basket,Food,1,15.00,15.00,5.53,16.87,Amex
100487,2026-02-13 16:55:00,2026-02-12 17:35:00,Bar,Marcus Rivera,Loaded Nachos,Food,3,14.00,42.00,5.53,16.87,Amex
100487,2026-02-13 16:55:00,2026-02-12 17:35:00,Bar,Marcus Rivera,Mozzarella Sticks,Food,2,11.00,22.00,5.53,16.87,Amex
100488,2026-02-13 20:57:00,2026-02-13 21:38:00,Bar,Jasmine Chen,Gin & Tonic,Well Drinks,3,9.00,27.00,3.00,9.08,Discover
100488,2026-02-13 20:57:00,2026-02-13 21:38:00,Bar,Jasmine Chen,Mozzarella Sticks,Food,2,11.00,15.85,3.00,9.08,Discover
100489,2026-02-13 13:26:00,2026-02-12 14:15:00,Bar,Tyler Brooks,Margarita,Cocktails,1,13.00,13.00,0.91,2.64,Amex
100490,2026-02-13 12:52:00,2026-02-12 13:18:00,Bar,Katie Brown,Moscow Mule,Cocktails,2,12.00,24.00,1.68,4.76,Mastercard
100491,2026-02-13 16:33:00,2026-02-12 17:42:00,Bar,Aisha Williams,House Red Wine,Wine,3,12.00,36.00,4.66,13.13,Cash
100491,2026-02-13 16:33:00,2026-02-12 17:42:00,Bar,Aisha Williams,Guinness Draft,Beer,1,8.50,6.63,4.66,13.13,Cash
100491,2026-02-13 16:33:00,2026-02-12 17:42:00,Bar,Aisha Williams,IPA Draft,Beer,3,8.00,24.00,4.66,13.13,Cash
100492,2026-02-13 13:19:00,2026-02-12 14:33:00,Bar,Tony Garcia,Wings Basket,Food,2,15.00,30.00,6.93,23.93,Mastercard
100492,2026-02-13 13:19:00,2026-02-12 14:33:00,Bar,Tony Garcia,Wings Basket,Food,3,15.00,45.00,6.93,23.93,Mastercard
100492,2026-02-13 13:19:00,2026-02-12 14:33:00,Bar,Tony Garcia,Pretzel Bites,Food,2,12.00,24.00,6.93,23.93,Mastercard
100493,2026-02-13 16:51:00,2026-02-12 17:40:00,Bar,Jake Patterson,Pretzel Bites,Food,2,12.00,24.00,6.65,21.13,Cash
100493,2026-02-13 16:51:00,2026-02-12 17:40:00,Bar,Jake Patterson,Fish Tacos,Food,2,15.00,30.00,6.65,21.13,Cash
100493,2026-02-13 16:51:00,2026-02-12 17:40:00,Bar,Jake Patterson,Prosecco,Wine,3,11.00,33.00,6.65,21.13,Cash
100493,2026-02-13 16:51:00,2026-02-12 17:40:00,Bar,Jake Patterson,IPA Draft,Beer,1,8.00,8.00,6.65,21.13,Cash
100494,2026-02-13 20:04:00,2026-02-13 20:46:00,Bar,Tony Garcia,Guinness Draft,Beer,3,8.50,25.50,1.79,6.02,Visa
100495,2026-02-13 12:33:00,2026-02-12 13:52:00,Bar,Jasmine Chen,Rum & Coke,Well Drinks,3,9.00,27.00,4.48,11.98,Cash
100495,2026-02-13 12:33:00,2026-02-12 13:52:00,Bar,Jasmine Chen,Shot - Fireball,Spirits,3,7.00,21.00,4.48,11.98,Cash
100495,2026-02-13 12:33:00,2026-02-12 13:52:00,Bar,Jasmine Chen,IPA Draft,Beer,2,8.00,16.00,4.48,11.98,Cash
100496,2026-02-13 18:52:00,2026-02-13 19:59:00,Bar,Tony Garcia,Shot - Tequila,Spirits,2,9.00,18.00,1.26,3.91,Discover
100497,2026-02-13 11:27:00,2026-02-12 12:40:00,Bar,Aisha Williams,Wings Basket,Food,3,15.00,45.00,9.17,20.93,Visa
100497,2026-02-13 11:27:00,2026-02-12 12:40:00,Bar,Aisha Williams,Bud Light,Beer,2,6.00,12.00,9.17,20.93,Visa
100497,2026-02-13 11:27:00,2026-02-12 12:40:00,Bar,Aisha Williams,Old Fashioned,Cocktails,2,14.00,28.00,9.17,20.93,Visa
100497,2026-02-13 11:27:00,2026-02-12 12:40:00,Bar,Aisha Williams,Mozzarella Sticks,Food,3,11.00,33.00,9.17,20.93,Visa
100497,2026-02-13 11:27:00,2026-02-12 12:40:00,Bar,Aisha Williams,Margarita,Cocktails,1,13.00,13.00,9.17,20.93,Visa
100498,2026-02-13 14:23:00,2026-02-12 16:04:00,Bar,Tyler Brooks,Long Island,Cocktails,3,14.00,42.00,7.91,20.16,Visa
100498,2026-02-13 14:23:00,2026-02-12 16:04:00,Bar,Tyler Brooks,Margarita,Cocktails,2,13.00,26.00,7.91,20.16,Visa
100498,2026-02-13 14:23:00,2026-02-12 16:04:00,Bar,Tyler Brooks,Burger,Food,2,16.00,32.00,7.91,20.16,Visa
100498,2026-02-13 14:23:00,2026-02-12 16:04:00,Bar,Tyler Brooks,Margarita,Cocktails,1,13.00,13.00,7.91,20.16,Visa
100499,2026-02-13 14:53:00,2026-02-12 16:46:00,Bar,Tyler Brooks,Shot - Jameson,Spirits,2,8.00,16.00,8.47,25.54,Mastercard
100499,2026-02-13 14:53:00,2026-02-12 16:46:00,Bar,Tyler Brooks,Margarita,Cocktails,3,13.00,39.00,8.47,25.54,Mastercard
100499,2026-02-13 14:53:00,2026-02-12 16:46:00,Bar,Tyler Brooks,Long Island,Cocktails,3,14.00,42.00,8.47,25.54,Mastercard
100499,2026-02-13 14:53:00,2026-02-12 16:46:00,Bar,Tyler Brooks,House Red Wine,Wine,2,12.00,24.00,8.47,25.54,Mastercard
100500,2026-02-13 11:15:00,2026-02-12 12:50:00,Bar,Sofia Martinez,IPA Draft,Beer,3,8.00,24.00,5.75,12.70,Amex
100500,2026-02-13 11:15:00,2026-02-12 12:50:00,Bar,Sofia Martinez,Margarita,Cocktails,2,13.00,26.00,5.75,12.70,Amex
100500,2026-02-13 11:15:00,2026-02-12 12:50:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,10.17,5.75,12.70,Amex
100500,2026-02-13 11:15:00,2026-02-12 12:50:00,Bar,Sofia Martinez,Vodka Soda,Well Drinks,1,9.00,9.00,5.75,12.70,Amex
100500,2026-02-13 11:15:00,2026-02-12 12:50:00,Bar,Sofia Martinez,Margarita,Cocktails,1,13.00,13.00,5.75,12.70,Amex
100501,2026-02-13 16:22:00,2026-02-12 17:32:00,Bar,Tyler Brooks,Burger,Food,2,16.00,32.00,3.57,12.04,Mastercard
100501,2026-02-13 16:22:00,2026-02-12 17:32:00,Bar,Tyler Brooks,House Red Wine,Wine,1,12.00,12.00,3.57,12.04,Mastercard
100501,2026-02-13 16:22:00,2026-02-12 17:32:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,1,7.00,7.00,3.57,12.04,Mastercard
100502,2026-02-13 17:40:00,2026-02-12 18:02:00,Bar,Katie Brown,Margarita,Cocktails,2,13.00,26.00,1.82,4.52,Mastercard
100503,2026-02-13 14:29:00,2026-02-12 15:26:00,Bar,Tyler Brooks,Shot - Fireball,Spirits,2,7.00,14.00,8.10,18.71,Visa
100503,2026-02-13 14:29:00,2026-02-12 15:26:00,Bar,Tyler Brooks,Burger,Food,3,16.00,48.00,8.10,18.71,Visa
100503,2026-02-13 14:29:00,2026-02-12 15:26:00,Bar,Tyler Brooks,Long Island,Cocktails,3,14.00,42.00,8.10,18.71,Visa
100503,2026-02-13 14:29:00,2026-02-12 15:26:00,Bar,Tyler Brooks,Old Fashioned,Cocktails,1,14.00,11.69,8.10,18.71,Visa
100504,2026-02-13 14:33:00,2026-02-12 15:39:00,Bar,Katie Brown,Prosecco,Wine,1,11.00,11.00,0.77,1.78,Cash
100505,2026-02-13 16:24:00,2026-02-12 18:07:00,Bar,Katie Brown,Margarita,Cocktails,2,13.00,26.00,1.82,4.67,Visa
100506,2026-02-13 14:51:00,2026-02-12 15:06:00,Bar,Aisha Williams,Moscow Mule,Cocktails,2,12.00,24.00,4.69,16.00,Visa
100506,2026-02-13 14:51:00,2026-02-12 15:06:00,Bar,Aisha Williams,Mozzarella Sticks,Food,2,11.00,22.00,4.69,16.00,Visa
100506,2026-02-13 14:51:00,2026-02-12 15:06:00,Bar,Aisha Williams,White Claw,Beer,1,7.00,7.00,4.69,16.00,Visa
100506,2026-02-13 14:51:00,2026-02-12 15:06:00,Bar,Aisha Williams,Old Fashioned,Cocktails,1,14.00,14.00,4.69,16.00,Visa
100507,2026-02-16 20:55:00,2026-02-16 22:06:00,Bar,Tony Garcia,White Claw,Beer,2,7.00,14.00,6.02,13.78,Mastercard
100507,2026-02-16 20:55:00,2026-02-16 22:06:00,Bar,Tony Garcia,Pretzel Bites,Food,3,12.00,36.00,6.02,13.78,Mastercard
100507,2026-02-16 20:55:00,2026-02-16 22:06:00,Bar,Tony Garcia,Pretzel Bites,Food,3,12.00,36.00,6.02,13.78,Mastercard
100508,2026-02-16 15:44:00,2026-02-15 16:35:00,Bar,Marcus Rivera,Bud Light,Beer,2,6.00,12.00,1.47,3.32,Amex
100508,2026-02-16 15:44:00,2026-02-15 16:35:00,Bar,Marcus Rivera,Gin & Tonic,Well Drinks,1,9.00,9.00,1.47,3.32,Amex
100509,2026-02-16 22:24:00,2026-02-16 23:27:00,Bar,Tony Garcia,IPA Draft,Beer,1,8.00,8.00,3.33,9.67,Amex
100509,2026-02-16 22:24:00,2026-02-16 23:27:00,Bar,Tony Garcia,Guinness Draft,Beer,2,8.50,17.00,3.33,9.67,Amex
100509,2026-02-16 22:24:00,2026-02-16 23:27:00,Bar,Tony Garcia,Guinness Draft,Beer,1,8.50,8.50,3.33,9.67,Amex
100509,2026-02-16 22:24:00,2026-02-16 23:27:00,Bar,Tony Garcia,Loaded Nachos,Food,1,14.00,14.00,3.33,9.67,Amex
100510,2026-02-16 14:50:00,2026-02-15 16:50:00,Bar,Tony Garcia,Espresso Martini,Cocktails,1,15.00,15.00,3.01,7.29,Amex
100510,2026-02-16 14:50:00,2026-02-15 16:50:00,Bar,Tony Garcia,Long Island,Cocktails,2,14.00,28.00,3.01,7.29,Amex
100511,2026-02-16 22:18:00,2026-02-16 00:17:00,Bar,Aisha Williams,Prosecco,Wine,3,11.00,23.24,4.57,12.62,Mastercard
100511,2026-02-16 22:18:00,2026-02-16 00:17:00,Bar,Aisha Williams,Bud Light,Beer,2,6.00,12.00,4.57,12.62,Mastercard
100511,2026-02-16 22:18:00,2026-02-16 00:17:00,Bar,Aisha Williams,Shot - Fireball,Spirits,2,7.00,14.00,4.57,12.62,Mastercard
100511,2026-02-16 22:18:00,2026-02-16 00:17:00,Bar,Aisha Williams,IPA Draft,Beer,2,8.00,16.00,4.57,12.62,Mastercard
100512,2026-02-16 14:55:00,2026-02-15 16:44:00,Bar,Marcus Rivera,Vodka Soda,Well Drinks,1,9.00,9.00,2.87,8.22,Amex
100512,2026-02-16 14:55:00,2026-02-15 16:44:00,Bar,Marcus Rivera,Pretzel Bites,Food,1,12.00,12.00,2.87,8.22,Amex
100512,2026-02-16 14:55:00,2026-02-15 16:44:00,Bar,Marcus Rivera,Shot - Tequila,Spirits,1,9.00,9.00,2.87,8.22,Amex
100512,2026-02-16 14:55:00,2026-02-15 16:44:00,Bar,Marcus Rivera,Mozzarella Sticks,Food,1,11.00,11.00,2.87,8.22,Amex
100513,2026-02-16 19:19:00,2026-02-16 20:44:00,Bar,Tony Garcia,Wings Basket,Food,3,15.00,45.00,9.00,26.43,Visa
100513,2026-02-16 19:19:00,2026-02-16 20:44:00,Bar,Tony Garcia,House Red Wine,Wine,2,12.00,24.00,9.00,26.43,Visa
100513,2026-02-16 19:19:00,2026-02-16 20:44:00,Bar,Tony Garcia,Shot - Fireball,Spirits,3,7.00,21.00,9.00,26.43,Visa
100513,2026-02-16 19:19:00,2026-02-16 20:44:00,Bar,Tony Garcia,Guinness Draft,Beer,1,8.50,8.50,9.00,26.43,Visa
100513,2026-02-16 19:19:00,2026-02-16 20:44:00,Bar,Tony Garcia,Fish Tacos,Food,2,15.00,30.00,9.00,26.43,Visa
100514,2026-02-16 23:03:00,2026-02-16 00:37:00,Bar,Aisha Williams,Wings Basket,Food,2,15.00,30.00,2.10,5.43,Amex
100515,2026-02-16 15:25:00,2026-02-15 16:33:00,Bar,Tony Garcia,Moscow Mule,Cocktails,1,12.00,12.00,1.96,5.98,Amex
100515,2026-02-16 15:25:00,2026-02-15 16:33:00,Bar,Tony Garcia,IPA Draft,Beer,2,8.00,16.00,1.96,5.98,Amex
100516,2026-02-16 16:02:00,2026-02-15 18:02:00,Bar,Aisha Williams,Margarita,Cocktails,3,13.00,29.64,2.07,6.60,Mastercard
100517,2026-02-16 18:38:00,2026-02-16 20:31:00,Bar,Aisha Williams,Long Island,Cocktails,2,14.00,28.00,11.83,31.97,Amex
100517,2026-02-16 18:38:00,2026-02-16 20:31:00,Bar,Aisha Williams,House Red Wine,Wine,3,12.00,36.00,11.83,31.97,Amex
100517,2026-02-16 18:38:00,2026-02-16 20:31:00,Bar,Aisha Williams,Wings Basket,Food,3,15.00,45.00,11.83,31.97,Amex
100517,2026-02-16 18:38:00,2026-02-16 20:31:00,Bar,Aisha Williams,Fish Tacos,Food,1,15.00,15.00,11.83,31.97,Amex
100517,2026-02-16 18:38:00,2026-02-16 20:31:00,Bar,Aisha Williams,Fish Tacos,Food,3,15.00,45.00,11.83,31.97,Amex
100518,2026-02-16 22:08:00,2026-02-16 23:38:00,Bar,Tony Garcia,Espresso Martini,Cocktails,2,15.00,30.00,3.71,11.75,Amex
100518,2026-02-16 22:08:00,2026-02-16 23:38:00,Bar,Tony Garcia,Espresso Martini,Cocktails,2,15.00,22.94,3.71,11.75,Amex
100519,2026-02-16 16:00:00,2026-02-15 17:20:00,Bar,Marcus Rivera,Burger,Food,3,16.00,37.09,4.91,14.81,Cash
100519,2026-02-16 16:00:00,2026-02-15 17:20:00,Bar,Marcus Rivera,Shot - Fireball,Spirits,3,7.00,21.00,4.91,14.81,Cash
100519,2026-02-16 16:00:00,2026-02-15 17:20:00,Bar,Marcus Rivera,House Red Wine,Wine,1,12.00,12.00,4.91,14.81,Cash
100520,2026-02-16 22:04:00,2026-02-16 23:35:00,Bar,Aisha Williams,Shot - Fireball,Spirits,1,7.00,7.00,4.74,14.87,Visa
